0;0;1;2;3;4;5;6;7;8;1;0;1;2;3;4;5;6;7;8;2;0;1;2;3;4;5;6;7;8;
1,844445;0,3333333;0,4;1,111111;;;;;;;1,611111;;;;0,1666667;1,111111;0,3333333;;;;1,68254;;;;;;;0,2857143;0,2857143;1,111111;
1,602564;0,3333333;0,5;0,7692308;;;;;;;1,669231;;;;0,4;0,7692308;0,5;;;;1,388278;;;;;;;0,2857143;0,3333333;0,7692308;
1,488235;0,4;0,5;0,5882353;;;;;;;1,37395;;;;0,2857143;0,5882353;0,5;;;;1,37395;;;;;;;0,2857143;0,5;0,5882353;
1,642857;0,6666667;0,5;0,4761905;;;;;;;1,309524;;;;0,5;0,4761905;0,3333333;;;;1,428571;;;;;;;0,2857143;0,6666667;0,4761905;
1,111111;1,111111;0;0;;;;;;;1,777778;;;;1,111111;0;0,6666667;;;;1,361111;;;;;;;0,25;1,111111;0;
2,102564;0,7692308;0,6666667;0,6666667;;;;;;;1,169231;;;;0,7692308;0,4;0;;;;1,491453;;;;;;;0,2222222;0,7692308;0,5;
1,488235;0,5882353;0,4;0,5;;;;;;;0,8739495;;;;0,5882353;0,2857143;0;;;;0,9215686;;;;;;;0;0,5882353;0,3333333;
1,476191;0,4761905;0,5;0,5;;;;;;;0,8095238;;;;0,4761905;0,3333333;0;;;;0,8095238;;;;;;;0;0,4761905;0,3333333;
1,361111;0;1,111111;0,25;;;;;;;0,8;;;;0,4;0,4;0;;;;1,316667;;;;;;;0,6666667;0,4;0,25;
1,519231;0,5;0,7692308;0,25;;;;;;;1,678161;;;;0,3448276;0,6666667;0,6666667;;;;1,292929;;;;;;;1,111111;0;0,1818182;
0,9882352;0;0,5882353;0,4;;;;;;;1,511111;;;;0;0,4;1,111111;;;;1,602564;;;;;;;0,7692308;0,6666667;0,1666667;
0,8095238;0;0,4761905;0,3333333;;;;;;;1,935897;;;;0,6666667;0,5;0,7692308;;;;0,8739495;;;;;;;0,5882353;0;0,2857143;
0,6222222;0;0,4;0,2222222;;;;;;;1,921569;;;;0,6666667;0,6666667;0,5882353;;;;1,476191;;;;;;;0,4761905;0,6666667;0,3333333;
0,9448276;0,4;0,3448276;0,2;;;;;;;1,611111;;;;0,5;1,111111;0;;;;1,396825;;;;;;;0;1,111111;0,2857143;
1,361111;1,111111;0;0,25;;;;;;;1,169231;;;;0,4;0,7692308;0;;;;1,554945;;;;;;;0,5;0,7692308;0,2857143;
1,352564;0,7692308;0,3333333;0,25;;;;;;;0,9215686;;;;0,3333333;0,5882353;0;;;;1,754902;;;;;;;0,6666667;0,5882353;0,5;
1,210457;0,5882353;0,4;0,2222222;;;;;;;1,142857;;;;0,6666667;0,4761905;0;;;;1,396825;;;;;;;1,111111;0;0,2857143;
0,8761905;0,4761905;0,4;0;;;;;;;1,777778;;;;1,111111;0;0,6666667;;;;1,019231;;;;;;;0,7692308;0;0,25;
0,8;0,4;0,4;0;;;;;;;1,435897;;;;0,7692308;0;0,6666667;;;;1,540616;;;;;;;0,5882353;0,6666667;0,2857143;
1,511494;0,3448276;0,5;0,6666667;;;;;;;1,488235;;;;0,5882353;0,4;0,5;;;;1,311111;;;;;;;0;1,111111;0,2;
1,111111;0;0;1,111111;;;;;;;0,4761905;;;;0,4761905;0;0;;;;1,169231;;;;;;;0;0,7692308;0,4;
2,102564;0,6666667;0,6666667;0,7692308;;;;;;;1,066667;;;;0,4;0,6666667;0;;;;0,5882353;;;;;;;0;0,5882353;0;
1,754902;0,6666667;0,5;0,5882353;;;;;;;1,111111;;;;0;1,111111;0;;;;0,4761905;;;;;;;0;0,4761905;0;
1,611111;1,111111;0,5;0;;;;;;;1,435897;;;;0;0,7692308;0,6666667;;;;1,066667;;;;;;;0,6666667;0,4;0;
1,835897;0,7692308;0,6666667;0,4;;;;;;;0,5882353;;;;0;0,5882353;0;;;;1,111111;;;;;;;1,111111;0;0;
1,088235;0,5882353;0;0,5;;;;;;;0,9761905;;;;0,5;0,4761905;0;;;;1,769231;;;;;;;0,7692308;0,3333333;0,6666667;
0,9761905;0,4761905;0;0,5;;;;;;;1,111111;;;;1,111111;0;0;;;;1,588235;;;;;;;0,5882353;0,3333333;0,6666667;
1,511111;0;0,4;1,111111;;;;;;;0,7692308;;;;0,7692308;0;0;;;;1,361111;;;;;;;0;0,25;1,111111;
1,669231;0,5;0,4;0,7692308;;;;;;;1,254902;;;;0,5882353;0,6666667;0;;;;1,519231;;;;;;;0,5;0,25;0,7692308;
1,421569;0,5;0,3333333;0,5882353;;;;;;;1,111111;;;;0;1,111111;;;;;0,5882353;;;;;;;0;0;0,5882353;
1,142857;0,3333333;0,3333333;0,4761905;;;;;;;1,169231;;;;0,4;0,7692308;;;;;1,809524;;;;;;;0,6666667;0,6666667;0,4761905;
1,133333;0,3333333;0,4;0,4;;;;;;;1,254902;;;;0,6666667;0,5882353;;;;;1,111111;;;;;;0;0;1,111111;0;
1,030542;0,4;0,2857143;0,3448276;;;;;;;1,111111;;;;1,111111;0;;;;;1,669231;;;;;;0,4;0;0,7692308;0,5;
1,611111;1,111111;0,5;0;;;;;;;1,269231;;;;0,7692308;0,5;;;;;1,421569;;;;;;0,5;0;0,5882353;0,3333333;
1,269231;0,7692308;0,5;0;;;;;;;0,9215686;;;;0,5882353;0,3333333;;;;;1,276191;;;;;;0,4;0;0,4761905;0,4;
1,754902;0,5882353;0,5;0,6666667;;;;;;;0,8095238;;;;0,4761905;0,3333333;;;;;1,4;;;;;;;0,5;0,4;0,5;
1,444445;0;0,3333333;1,111111;;;;;;;0,8;;;;0,4;0,4;0;;;;1,777778;;;;;;;0,6666667;0;1,111111;
1,769231;0,5;0,5;0,7692308;;;;;;;0,8448275;;;;0,3448276;0,5;0;;;;0,7692308;;;;;;;0;0;0,7692308;
1,654902;0,6666667;0,4;0,5882353;;;;;;;1,611111;;;;0;1,111111;0,5;;;;1,254902;;;;;;;0;0,6666667;0,5882353;
1,396825;1,111111;0,2857143;0;;;;;;;1,102564;;;;0,3333333;0,7692308;0;;;;1,511111;;;;;;;0,4;1,111111;0;
1,721612;0,7692308;0,2857143;0,6666667;;;;;;;1,254902;;;;0,6666667;0,5882353;0;;;;1,502564;;;;;;;0,3333333;0,7692308;0,4;
1,504902;0,5882353;0,25;0,6666667;;;;;;;1,777778;;;;1,111111;0;0,6666667;;;;1,321569;;;;;;;0,3333333;0,5882353;0,4;
1,511111;0;0,4;1,111111;;;;;;;1,019231;;;;0,7692308;0,25;0;;;;1,542857;;;;;;;0,6666667;0,4761905;0,4;
1,569231;0,4;0,4;0,7692308;;;;;;;1,088235;;;;0,5882353;0,5;0;;;;1,444445;;;;;;;1,111111;0;0,3333333;
1,321569;0,4;0,3333333;0,5882353;;;;;;;1,476191;;;;0,4761905;0,5;0,5;;;;0,7692308;;;;;;;0,7692308;0;0;
0,4761905;0;0;0,4761905;;;;;;;1,777778;;;;0;1,111111;0,6666667;;;;0,5882353;;;;;;;0,5882353;0;;
1,066667;0,6666667;0;0,4;;;;;;;1,054945;;;;0,2857143;0,7692308;0;;;0;0,4761905;;;;;;;0,4761905;0;;
1,777778;1,111111;0,6666667;0;;;;;;;1,654902;;;;0;0,5882353;0,6666667;;;0,4;0,4;;;;;;;0,4;0;;
2,102564;0,7692308;0,6666667;0,6666667;;;;;;;2,011111;;;;0,4;0;1,111111;;;0,5;0,6781609;;;;;;;0,3448276;0,3333333;;
1,654902;0,5882353;0,6666667;0,4;;;;;;;1,388278;;;;0;0,2857143;0,7692308;;;0,3333333;0,3030303;;;;;;;0,3030303;0;;
1,611111;0;1,111111;0,5;;;;;;;1,12395;;;;0;0,25;0,5882353;;;0,2857143;0,936937;;;;;;;0,2702703;0,6666667;;
1,669231;0,4;0,7692308;0,5;;;;;;;1,047619;;;;0;0,2857143;0,4761905;;;0,2857143;1,111111;;;;;;;0;1,111111;;
1,488235;0,4;0,5882353;0,5;;;;;;;1,085714;;;;0;0,2857143;0,4;;;0,4;1,102564;;;;;;;0,3333333;0,7692308;;
1,276191;0,4;0,4761905;0,4;;;;;;;1,297209;;;;0;0,2857143;0,3448276;;;0,6666667;0,9215686;;;;;;;0,3333333;0,5882353;;
0,4;0;0,4;0;;;;;;;2;;;;0,6666667;0,2222222;0;;;1,111111;0,7619048;;;;;;;0,2857143;0,4761905;;
0,8448275;0,5;0,3448276;0;;;;;;;1,935897;;;;0,6666667;0;0,5;;;0,7692308;0,6857143;;;;;;;0,2857143;0,4;;
1,511111;1,111111;0;0,4;;;;;;;1,421569;;;;0,5;0;0,3333333;;;0,5882353;0,6781609;;;;;;;0,3333333;0,3448276;;
1,669231;0,7692308;0,5;0,4;;;;;;;1,476191;;;;0,6666667;0;0,3333333;;;0,4761905;0,5887446;;;;;;;0,2857143;0,3030303;;
0,9882352;0,5882353;0,4;;;;;;;;2,444445;;;;1,111111;0,6666667;0,6666667;;;0;0,936937;;;;;;;0,6666667;0,2702703;;
0,8095238;0,4761905;0,3333333;;;;;;;;2,169231;;;;0,7692308;0,5;0,5;;;0,4;1,111111;;;;;;;1,111111;0;;
0,8;0,4;0,4;;;;;;;;1,821569;;;;0,5882353;0,3333333;0,5;;;0,4;1,435897;;;0;;;;0,7692308;0,6666667;;
0,6781609;0,3448276;0,3333333;;;;;;;;1,661905;;;;0,4761905;0,2857143;0,5;;;0,4;1,238235;;;0,25;;;;0,5882353;0,4;;
0,7030303;0,3030303;0,4;;;;;;;;1,844445;;;;0;0,4;1,111111;;;0,3333333;1,209524;;;0,3333333;;;;0,4761905;0,4;;
1,111111;0;1,111111;;;;;;;;1,502564;;;;0,4;0;0,7692308;;;0,3333333;0,9;;;0,5;;;;0,4;0;;
1,435897;0,6666667;0,7692308;;;;;;;;1,588235;;;;0;0,6666667;0,5882353;;;0,3333333;1,611111;;;1,111111;;;;0;0,5;;
1,088235;0,5;0,5882353;;;;;;;;2,177778;;;;0,6666667;1,111111;0;;;0,4;1,454945;;;0,7692308;;;;0,2857143;0,4;;
1,142857;0,6666667;0,4761905;;;;;;;;2,235898;;;;0,4;0,7692308;0,6666667;;;0,4;1,321569;;;0,5882353;;;;0,4;0,3333333;;
1,111111;1,111111;0;;;;;;;;1,940616;;;;0,2857143;0,5882353;0,6666667;;;0,4;1,809524;;;0,4761905;;;;0,6666667;0,6666667;;
0,7692308;0,7692308;0;;;;;;;;2,011111;;;;0,4;0;1,111111;;;0,5;1,111111;;;0;;;;1,111111;0;;
0,5882353;0,5882353;0;;;;;;;;1,769231;;;;0,3333333;0,6666667;0,7692308;;;0;0,7692308;;;0;;;;0,7692308;0;;
0,4761905;0,4761905;0;;;;;;;;1,654902;;;;0,4;0;0,5882353;;;0,6666667;0,5882353;;;0;;;;0,5882353;0;;
1,066667;0,4;0,6666667;;;;;;;;2,063492;;;;0,2857143;0,6666667;0;;;1,111111;0,9761905;;;0;;;;0,4761905;0,5;;
1,111111;0;1,111111;;;;;;;;1,102564;;;;0,3333333;0;0;;;0,7692308;1,111111;;;0;;;;0;1,111111;;
1,269231;0,5;0,7692308;;;;;;;;1,088235;;;;0,5;0;;;;0,5882353;1,669231;;;0,5;;;0;0,4;0,7692308;;
0,5882353;0;0,5882353;;;;;;;;0,9761905;;;;0,5;0;;;;0,4761905;1,77395;;;0,5;;;0,2857143;0,4;0,5882353;;
0,9761905;0,5;0,4761905;;;;;;;;1,111111;;;;1,111111;0;;;;0;1,609524;;;0,4;;;0,3333333;0,4;0,4761905;;
1,111111;1,111111;0;;;;;;;;1,269231;;;;0,7692308;0;;;;0,5;1,585714;;;0,4;;;0,5;0,2857143;0,4;;
1,054945;0,7692308;0,2857143;;;;;;;;1,654902;;;;0,5882353;0,6666667;;;;0,4;1,861111;;;0,5;;;1,111111;0,25;0;;
0,8739495;0,5882353;0,2857143;;;;;;;;1,511111;;;;0;1,111111;;;;0,4;1,554945;;;0,5;;;0,7692308;0,2857143;0;;
0,7619048;0,4761905;0,2857143;;;;;;;;1,602564;;;;0,3333333;0,7692308;;;;0,5;1,504902;;;0;;;0,5882353;0,25;0,6666667;;
0,6857143;0,4;0,2857143;;;;;;;;1,421569;;;;0,5;0,5882353;;;;0,3333333;2;;;0,6666667;;;0;0,2222222;1,111111;;
0,5948275;0,3448276;0,25;;;;;;;;1,809524;;;;0,6666667;0,4761905;;;;0,6666667;1,669231;;;0;;;0,4;0,5;0,7692308;;
0,5252525;0,3030303;0,2222222;;;;;;;;1,511111;;;;1,111111;0;;;;0,4;2,154902;;;0,6666667;;;0,4;0,5;0,5882353;;
0,5202702;0,2702703;0,25;;;;;;;;1,169231;;;;0,7692308;0;;;;0,4;1,944445;;;1,111111;;;0,5;0,3333333;0;;
0,5772358;0,2439024;0,3333333;;;;;;;;0,9882352;;;;0,5882353;0;;;;0,4;2,335897;;;0,7692308;;;0,4;0,5;0,6666667;;
1,111111;0;1,111111;;;;;;;;0,7619048;;;;0,4761905;0;;;;0,2857143;0,5882353;;;0,5882353;;;0;0;0;;
1,054945;0,2857143;0,7692308;;;;;;;;0,9;;;;0,4;0;;;;0,5;0,4761905;;;0,4761905;;;0;0;0;;
0,9215686;0,3333333;0,5882353;;;;;;;;1,511111;;;;0;0,4;;;;1,111111;1,066667;;;0,4;;;0,6666667;0;0;;
0,6984127;0,2222222;0,4761905;;;;;;;;0,7692308;;;;0;0;;;;0,7692308;1,611111;;;0;;;1,111111;0;0,5;;
0,6222222;0,2222222;0,4;;;;;;;;0,5882353;;;;0;0;;;;0,5882353;1,769231;;;0,6666667;;;0,7692308;0;0,3333333;;
0,3448276;0;0,3448276;;;;;;;;1,142857;;;;0;0,6666667;;;;0,4761905;2,588235;;;0,6666667;;;0,5882353;0,6666667;0,6666667;;
0,8030303;0,5;0,3030303;;;;;;;;1,111111;;;;0;1,111111;;;;0;1,777778;;;0,3333333;;;0;0,3333333;1,111111;;
1,111111;1,111111;0;;;;;;;;1,269231;;;;0;0,7692308;;;;0,5;1,769231;;;0;;;0,6666667;0,3333333;0,7692308;;
1,269231;0,7692308;0,5;;;;;;;;1,088235;;;;0;0,5882353;;;;0,5;0,9215686;;;0;;;0;0,3333333;0,5882353;;
1,254902;0,5882353;0,6666667;;;;;;;;0,9761905;;;;0;0,4761905;;;;0,5;1,376191;;;0,4;;;0;0,5;0,4761905;;
1,111111;0;1,111111;;;;;;;;1,511111;;;;0,4;0;;;;1,111111;1,944445;;;0,3333333;;;0,5;1,111111;0;;
1,102564;0,3333333;0,7692308;;;;;;;;1,669231;;;;0,4;0,5;;;;0,7692308;2,269231;;;0,6666667;;;0,5;0,7692308;0,3333333;;
0,9215686;0,3333333;0,5882353;;;;;;;;1,088235;;;;0,5;0;;;;0,5882353;1,754902;;;0,6666667;;;0;0,5882353;0,5;;
0,9761905;0,5;0,4761905;;;;;;;;0,9761905;;;;0,5;0;;;;0,4761905;1,844445;;;1,111111;;;0,3333333;0;0,4;;
1,111111;1,111111;0;;;;;;;;1,777778;;;;1,111111;0,6666667;;;;0;2,269231;;;0,7692308;;;0,3333333;0,6666667;0,5;;
1,269231;0,7692308;0,5;;;;;;;;1,935897;;;;0,7692308;0,5;;;;0,6666667;1,904902;;;0,5882353;;;0,25;0,6666667;0,4;;
1,088235;0,5882353;0,5;;;;;;;;1,540616;;;;0,5882353;0,2857143;;;;0,6666667;1,619048;;;0;;;0,2222222;1,111111;0,2857143;;
0,9761905;0,4761905;0,5;;;;;;;;1,444445;;;;0;0,3333333;;;;1,111111;2,054945;;;0,5;;;0,5;0,7692308;0,2857143;;
1,111111;0;1,111111;;;;;;;;1,602564;;;;0,5;0,3333333;;;;0,7692308;1,77395;;;0,5;;;0,4;0,5882353;0,2857143;;
1,102564;0,3333333;0,7692308;;;;;;;;1,254902;;;;0;0,6666667;;;;0,5882353;1,942857;;;0,4;;;0,4;0,4761905;0,6666667;;
0,7882352;0,2;0,5882353;;;;;;;;1,111111;;;;0;1,111111;;;;0;1,844445;;;0,4;;;0,3333333;0;1,111111;;
0,4761905;0;0,4761905;;;;;;;;1,835897;;;;0,6666667;0,7692308;;;;0,4;2,102564;;;0,3333333;;;0,6666667;0,3333333;0,7692308;;
0,4;0;0,4;;;;;;;;1,254902;;;;0;0,5882353;;;;0,6666667;1,87395;;;0,3333333;;;0,6666667;0,2857143;0,5882353;;
1,011494;0,6666667;0,3448276;;;;;;;;1,611111;;;;0,5;0;;;;1,111111;1,777778;;;0;;;1,111111;0,6666667;0;;
1,111111;1,111111;0;;;;;;;;1,669231;;;;0,5;0,4;;;;0,7692308;1,602564;;;0,5;;;0,7692308;0,3333333;0;;
1,054945;0,7692308;0,2857143;;;;;;;;1,388235;;;;0,4;0,4;;;;0,5882353;1,37395;;;0;;;0,5882353;0,2857143;0,5;;
1,254902;0,5882353;0,6666667;;;;;;;;0,8761905;;;;0;0,4;;;;0,4761905;1,276191;;;0;;;0,4761905;0,4;0,4;;
1,111111;0;1,111111;;;;;;;;0,4;;;;0;0;;;;0,4;1,2;;;0;;;0,4;0,4;0,4;;
0,7692308;0;0,7692308;;;;;;;;0,3448276;;;;0;0;;;;0,3448276;1,144828;;;0;;;0,3448276;0,4;0,4;;
0,5882353;0;0,5882353;;;;;;;;0,3030303;;;;0;0;;;;0,3030303;1,844445;;;0,3333333;;;0;0,4;1,111111;;
0,9761905;0,5;0,4761905;;;;;;;;0,2702703;;;;0;;;;;0,2702703;2,169231;;;0,4;;;0,6666667;0,3333333;0,7692308;;
1,111111;1,111111;0;;;;;;;;0,9105691;;;;0,6666667;;;;;0,2439024;1,421569;;;0;;;0,5;0,3333333;0,5882353;;
1,435897;0,7692308;0,6666667;;;0;;;;;1,111111;;;;1,111111;;;;;0;0,4761905;;;0;;;0;0;0,4761905;;
1,477124;0,5882353;0,6666667;;;0,2222222;;;;;1,269231;;;;0,7692308;;;;;0,5;1,4;;;0,5;;;0;0,5;0,4;;
1,511111;0;1,111111;;;0,4;;;;;0,9882352;;;;0,5882353;;;;;0,4;1,511111;;;0,4;;;0;1,111111;0;;
1,502564;0,4;0,7692308;;;0,3333333;;;;;0,9761905;;;;0,4761905;;;;;0,5;1,935897;;;0,6666667;;;0;0,7692308;0,5;;
0,9882352;0;0,5882353;;;0,4;;;;;1,111111;;;;0;;;;;1,111111;1,754902;;;0,6666667;;;0;0,5882353;0,5;;
0,7619048;0;0,4761905;;;0,2857143;;;;;0,7692308;;;;0;;;;;0,7692308;1,777778;;;1,111111;;;0,6666667;0;0;;
0,6857143;0;0,4;;;0,2857143;;;;;0,5882353;;;;0;;;;;0,5882353;2,335897;;;0,7692308;;;0,4;0,5;0,6666667;;
0,7448276;0;0,3448276;;;0,4;;;;;0,4761905;;;;0;;;;;0,4761905;2,421569;;;0,5882353;;;0,6666667;0,5;0,6666667;;
1,396825;0,2857143;0;;;1,111111;;;;;0,4;;;;0;;;;;0,4;1,777778;;;0;;;0,6666667;0;1,111111;;
1,340659;0,2857143;0,2857143;;;0,7692308;;;;;1,011494;;;;0,6666667;;;;;0,3448276;2,435897;;;0,3333333;;;0,6666667;0,6666667;0,7692308;;
1,388235;0,4;0,4;;;0,5882353;;;;;1,111111;;;;1,111111;;;;;0;1,588235;;;0,5;;;0;0,5;0,5882353;;
1,376191;0,4;0,5;;;0,4761905;;;;;0,7692308;;;;0,7692308;;;;;0;2,309524;;;0,5;;;0,6666667;0,6666667;0,4761905;;
1,361111;0,25;1,111111;;;0;;;;;0,5882353;;;;0,5882353;;;;;0;1,511111;;;0;;;0,4;1,111111;0;;
1,388278;0,2857143;0,7692308;;;0,3333333;;;;;1,142857;;;;0,4761905;;;;;0,6666667;1,835897;;;0,4;;;0;0,7692308;0,6666667;;
1,159664;0,2857143;0,5882353;;;0,2857143;;;;;1,111111;;;;0;;;;;1,111111;2,254902;;;0,5;;;0,5;0,5882353;0,6666667;;
1,476191;0,6666667;0,4761905;;;0,3333333;;;;;0,7692308;;;;0;;;;;0,7692308;1,777778;;;0,3333333;;;0,3333333;0;1,111111;;
1,611111;1,111111;0;;;0,5;;;;;1,088235;;;;0,5;;;;;0,5882353;1,454945;;;0,4;;;0,2857143;0;0,7692308;;
1,569231;0,7692308;0,4;;;0,4;;;;;0,8761905;;;;0,4;;;;;0,4761905;1,321569;;;0,3333333;;;0,4;0;0,5882353;;
1,421569;0,5882353;0,5;;;0,3333333;;;;;0,7333333;;;;0,3333333;;;;;0,4;1,876191;;;0,4;;;0,3333333;0,6666667;0,4761905;;
1,642857;0,4761905;0,5;;;0,6666667;;;;;0,7448276;;;;0,4;;;;;0,3448276;1,733333;;;0,4;;;0,2222222;1,111111;0;;
1,611111;0;0,5;;;1,111111;;;;;1,111111;;;;1,111111;;;;;0;0,991453;;;;;;0,2222222;0,7692308;0;;
1,269231;0;0,5;0;;0,7692308;;;;;1,169231;;;;0,7692308;;;;;0,4;0,8739495;;;;;;0,2857143;0,5882353;0;;
1,254902;0;0,6666667;0;;0,5882353;;;;;1,254902;;;;0,5882353;;;;;0,6666667;1,198413;;;;;;0,2222222;0,4761905;0,5;;
2,444445;0,6666667;1,111111;0,6666667;;0;;;;;1,111111;;;;0;;;;;1,111111;1,361111;;;;;;0,25;0;1,111111;;
1,769231;0,5;0,7692308;0,5;;0;;;;;1,269231;;;;0,5;;;;;0,7692308;1,669231;;;;;;0,5;0,4;0,7692308;;
1,588235;0,5;0,5882353;0,5;;0;;;;;0,5882353;;;;0;;;;;0,5882353;1,254902;;;;;;0;0,6666667;0,5882353;;
1,642857;0,5;0,4761905;0,6666667;;0;;;;;1,142857;;;;0,6666667;;;;;0,4761905;1,611111;;;;;;0,5;1,111111;0;;
2,177778;0,6666667;0;1,111111;;0,4;;;;;1,111111;;;;1,111111;;;;;0;1,169231;;;;;;0,4;0,7692308;0;;
1,554945;0,5;0;0,7692308;;0,2857143;;;;;1,169231;;;;0,7692308;;;;;0,4;1,088235;;;;;;0,5;0,5882353;0;;
1,921569;0,3333333;0,5;0,5882353;;0,5;;;;;0,8739495;;;;0,5882353;;;;;0,2857143;0,9761905;;;;;;0,5;0,4761905;0;;
2,309524;0,5;0,6666667;0,4761905;;0,6666667;;;;;0,7619048;;;;0,4761905;;;;;0,2857143;1,111111;;;;;;1,111111;0;0;;
1,796825;0,2857143;0,4;0;;1,111111;;;;;1,066667;;;;0,4;;;;;0,6666667;1,935897;;;;;;0,7692308;0,6666667;0,5;;
2,054945;0,3333333;0,2857143;0,6666667;;0,7692308;;;;;1,111111;;;;0;;;;;1,111111;0,9882352;;;;;;0,5882353;0;0,4;;
2,321569;0,4;0,6666667;0,6666667;;0,5882353;;;;;0,7692308;;;;0;;;0;;0,7692308;0,9761905;;;;;;0,4761905;;0,5;;
1,511111;0,4;1,111111;0;;0;;;;;1,254902;;;;0,6666667;;;0;;0,5882353;1,111111;;;;;;0;;1,111111;;
0,7692308;0;0,7692308;0;;0;;;;;1,611111;;;;1,111111;;;0,5;;0;1,169231;;;;;;0,4;;0,7692308;;
0,5882353;0;0,5882353;0;;0;;;;;1,769231;;;;0,7692308;;;0,5;;0,5;1,088235;;;;;;0,5;;0,5882353;;
0,9761905;0;0,4761905;0,5;;0;;;;;1,754902;;;;0,5882353;;;0,6666667;;0,5;0,9761905;;;;;;0,5;;0,4761905;;
1,611111;0;0;1,111111;;0,5;;;;;1,396825;;;;0;;;1,111111;;0,2857143;1,111111;;;;;;1,111111;;0;;
1,502564;0;0,4;0,7692308;;0,3333333;;;;;1,340659;;;;0,2857143;;;0,7692308;;0,2857143;0,7692308;;;;;;0,7692308;;0;;
2,321569;0,6666667;0,4;0,5882353;;0,6666667;;;;;1,143791;;;;0,3333333;;;0,5882353;;0,2222222;1,254902;;;;;;0,5882353;;0,6666667;;
1,444445;0;0,3333333;0;;1,111111;;;;;0,7619048;;;;0,2857143;;;0,4761905;;0;1,111111;;;;;;0;;1,111111;;
1,502564;0;0,3333333;0,4;;0,7692308;;;;;0,65;;;;0,25;;;0,4;;;0,7692308;;;;;;0;;0,7692308;0;
1,988235;0,6666667;0,4;0,3333333;;0,5882353;;;;;0,6305419;;;;0,2857143;;;0,3448276;;;0,5882353;;;;;;0;;0,5882353;0;
1,666667;1,111111;0,2222222;0,3333333;;0;;;;;0,7030303;;;;0,4;;;0,3030303;;;1,428571;;;;;;0,6666667;;0,4761905;0,2857143;
1,90812;0,7692308;0,2222222;0,25;;0,6666667;;;;;1,111111;;;;1,111111;;;0;;;1,396825;;;;;;1,111111;;0;0,2857143;
1,288235;0,5882353;0,2;0,5;;0;;;;;0,7692308;;;;0,7692308;;;0;;;2,102564;;;;;;0,7692308;;0,6666667;0,6666667;
1,309524;0,4761905;0,3333333;0,5;;;;;;;0,5882353;;;;0,5882353;;;0;;;1,654902;;;;;;0,5882353;;0,4;0,6666667;
1,396825;0;0,2857143;1,111111;;;;;;;0,4761905;;;;0,4761905;0;;0;;;1,511111;;;;;;0;;0,4;1,111111;
1,769231;0,6666667;0,3333333;0,7692308;;;;;;;0,4;;;;0,4;0;;0;;;0,7692308;;;;;;0;;0;0,7692308;
1,504902;0,6666667;0,25;0,5882353;;;;;;;1,011494;;;;0,3448276;0,6666667;;0;;;1,088235;;;;;;0;;0,5;0,5882353;
1,111111;1,111111;0;0;;;;;;;1,111111;;;;0;1,111111;;0;;;0,8761905;;;;;;0,4;;0;0,4761905;
1,435897;0,7692308;0,6666667;0;;;;;;;2,102564;;;;0,6666667;0,7692308;;0,6666667;;;1,066667;;;;;;0,6666667;;;0,4;
1,254902;0,5882353;0,6666667;0;;;;;0;;1,754902;;;;0,6666667;0,5882353;;0,5;;;1,111111;;;;;;1,111111;;;0;
2,177778;0;1,111111;0,6666667;;;;;0,4;;1,511111;;;;1,111111;0;;0,4;;;1,269231;;;;;;0,7692308;;;0,5;
1,669231;0,5;0,7692308;0;;;;;0,4;;1,102564;;;;0,7692308;0;;0,3333333;;;0,9882352;;;;;;0,5882353;;;0,4;
1,588235;0,5;0,5882353;0;;;;;0,5;;1,254902;;;;0,5882353;0;;0,6666667;;;0,7619048;;;;;;0,4761905;;;0,2857143;
1,976191;0,5;0,4761905;0,6666667;;;;;0,3333333;;1,444445;;;;0;0,3333333;;1,111111;;;0,7333333;;;;;;0,4;;;0,3333333;
2,277778;0,6666667;0;1,111111;;;;;0,5;;1,269231;;;;0,5;0;;0,7692308;;;0,6781609;;;;;;0,3448276;;;0,3333333;
2,435897;0,6666667;0,5;0,7692308;;;;;0,5;;1,254902;;;;0,6666667;0;;0,5882353;;;0,8030303;;;;;;0,3030303;;;0,5;
2,040616;0,6666667;0,2857143;0,5882353;;;;;0,5;;1,111111;;;;1,111111;0;;0;;;1,111111;;;;;;0;;;1,111111;
1,944445;1,111111;0,5;0;;;;;0,3333333;;2,102564;;;;0,7692308;0,6666667;;0,6666667;;;0,7692308;;;;;;0;;;0,7692308;
1,602564;0,7692308;0;0,5;;;;;0,3333333;;1,921569;;;;0,5882353;0,6666667;;0,6666667;;;0,5882353;;;;;;0;;;0,5882353;
